accuracy,alpha,k,testing entries,recall,falseP,falseN,trueN,trueP,tiempo
0.7578,9,22,10000,0.784041,1334,1088,3628,3950,5836
0.7572,10,22,10000,0.784438,1342,1086,3620,3952,6328
0.7689,11,22,10000,0.79337,1270,1041,3692,3997,6595
0.7662,12,22,10000,0.792179,1291,1047,3671,3991,7062
0.7648,13,22,10000,0.788408,1286,1066,3676,3972,7572
0.4962,14,22,10000,0,0,5038,4962,0,63
0.758,2,29,10000,0.778682,1305,1115,3657,3923,1883
0.7562,3,29,10000,0.761215,1235,1203,3727,3835,2448
0.7579,4,29,10000,0.774514,1285,1136,3677,3902,3098
0.7554,5,29,10000,0.777293,1324,1122,3638,3916,3468
0.7569,6,29,10000,0.774712,1296,1135,3666,3903,3992
0.7583,7,29,10000,0.785629,1337,1080,3625,3958,4489
0.7597,8,29,10000,0.781659,1303,1100,3659,3938,4975
0.7576,9,29,10000,0.791385,1373,1051,3589,3987,5859
0.7553,10,29,10000,0.789202,1385,1062,3577,3976,6357
0.7672,11,29,10000,0.794561,1293,1035,3669,4003,6944
0.7679,12,29,10000,0.798531,1306,1015,3656,4023,7045
0.7685,13,29,10000,0.79337,1274,1041,3688,3997,7508
0.4962,14,29,10000,0,0,5038,4962,0,63
0.7588,2,36,10000,0.778682,1297,1115,3665,3923,1994
0.7582,3,36,10000,0.762406,1221,1197,3741,3841,2526
0.7586,4,36,10000,0.775903,1285,1129,3677,3909,3233
0.7575,5,36,10000,0.781262,1323,1102,3639,3936,3512
0.7567,6,36,10000,0.776102,1305,1128,3657,3910,4188
0.7609,7,36,10000,0.789996,1333,1058,3629,3980,4482
0.7624,8,36,10000,0.787019,1303,1073,3659,3965,5147
0.7614,9,36,10000,0.792576,1341,1045,3621,3993,5775
0.759,10,36,10000,0.794363,1374,1036,3588,4002,6807
0.7676,11,36,10000,0.794958,1291,1033,3671,4005,8212
0.7692,12,36,10000,0.798333,1292,1016,3670,4022,8567
0.7666,13,36,10000,0.791782,1285,1049,3677,3989,9043
0.4962,14,36,10000,0,0,5038,4962,0,82
0.7592,2,43,10000,0.777293,1286,1122,3676,3916,2326
0.7576,3,43,10000,0.766773,1249,1175,3713,3863,2841
0.7586,4,43,10000,0.778087,1296,1118,3666,3920,3434
0.7586,5,43,10000,0.784637,1329,1085,3633,3953,4058
0.7573,6,43,10000,0.777094,1304,1123,3658,3915,4564
0.7627,7,43,10000,0.791385,1322,1051,3640,3987,5235
0.7624,8,43,10000,0.789401,1315,1061,3647,3977,6201
0.7602,9,43,10000,0.79337,1357,1041,3605,3997,6666
0.7575,10,43,10000,0.79476,1391,1034,3571,4004,6095
0.7685,11,43,10000,0.798928,1302,1013,3660,4025,6568
0.7694,12,43,10000,0.800913,1303,1003,3659,4035,7040
0.7656,13,43,10000,0.794561,1309,1035,3653,4003,7520
0.4962,14,43,10000,0,0,5038,4962,0,65
0.7597,2,50,10000,0.779277,1291,1112,3671,3926,2083
0.7588,3,50,10000,0.769154,1249,1163,3713,3875,2667
0.7571,4,50,10000,0.77769,1309,1120,3653,3918,3589
0.758,5,50,10000,0.786026,1342,1078,3620,3960,3641
0.7583,6,50,10000,0.779873,1308,1109,3654,3929,4119
0.7627,7,50,10000,0.793966,1335,1038,3627,4000,4443
0.7603,8,50,10000,0.786423,1321,1076,3641,3962,5100
0.7574,9,50,10000,0.788011,1358,1068,3604,3970,5682
0.755,10,50,10000,0.794164,1413,1037,3549,4001,6193
0.7679,11,50,10000,0.796745,1297,1024,3665,4014,6524
0.7686,12,50,10000,0.801112,1312,1002,3650,4036,7085
0.7682,13,50,10000,0.799524,1308,1010,3654,4028,7568
0.4962,14,50,10000,0,0,5038,4962,0,63
0.7608,2,57,10000,0.779277,1280,1112,3682,3926,1999
0.7595,3,57,10000,0.770742,1250,1155,3712,3883,2458
0.7578,4,57,10000,0.781064,1319,1103,3643,3935,3547
0.7589,5,57,10000,0.787416,1340,1071,3622,3967,5481
0.758,6,57,10000,0.781461,1319,1101,3643,3937,4247
0.7621,7,57,10000,0.792775,1335,1044,3627,3994,5036
0.761,8,57,10000,0.790195,1333,1057,3629,3981,5669
0.7545,9,57,10000,0.789599,1395,1060,3567,3978,5830
0.7543,10,57,10000,0.793966,1419,1038,3543,4000,6497
0.7671,11,57,10000,0.797737,1310,1019,3652,4019,8011
0.768,12,57,10000,0.802501,1325,995,3637,4043,7658
0.7692,13,57,10000,0.801707,1309,999,3653,4039,7954
0.4962,14,57,10000,0,0,5038,4962,0,66
0.7609,2,64,10000,0.780667,1286,1105,3676,3933,2439
0.7595,3,64,10000,0.769353,1243,1162,3719,3876,2981
0.7567,4,64,10000,0.781461,1332,1101,3630,3937,4259
0.7581,5,64,10000,0.786225,1342,1077,3620,3961,3661
0.7611,6,64,10000,0.783843,1300,1089,3662,3949,4542
0.7646,7,64,10000,0.795157,1322,1032,3640,4006,5029
0.7605,8,64,10000,0.789004,1332,1063,3630,3975,5139
0.7565,9,64,10000,0.788408,1369,1066,3593,3972,5846
0.7562,10,64,10000,0.794561,1403,1035,3559,4003,7456
0.7657,11,64,10000,0.796546,1318,1025,3644,4013,7778
0.7675,12,64,10000,0.802104,1328,997,3634,4041,7408
0.7688,13,64,10000,0.801509,1312,1000,3650,4038,8666
0.4962,14,64,10000,0,0,5038,4962,0,66
0.7613,2,71,10000,0.781262,1285,1102,3677,3936,1964
0.759,3,71,10000,0.768956,1246,1164,3716,3874,2635
0.7579,4,71,10000,0.787813,1352,1069,3610,3969,3394
0.7599,5,71,10000,0.787217,1329,1072,3633,3966,4011
0.7603,6,71,10000,0.783843,1308,1089,3654,3949,4563
0.7644,7,71,10000,0.795355,1325,1031,3637,4007,4582
0.7609,8,71,10000,0.79079,1337,1054,3625,3984,5257
0.7559,9,71,10000,0.79079,1387,1054,3575,3984,5713
0.7558,10,71,10000,0.796943,1419,1023,3543,4015,6140
0.7669,11,71,10000,0.799524,1321,1010,3641,4028,6581
0.7678,12,71,10000,0.803096,1330,992,3632,4046,7409
0.7671,13,71,10000,0.799524,1319,1010,3643,4028,7744
0.4962,14,71,10000,0,0,5038,4962,0,65
0.7595,2,78,10000,0.779674,1295,1110,3667,3928,1982
0.7584,3,78,10000,0.771933,1267,1149,3695,3889,2508
0.7561,4,78,10000,0.787416,1368,1071,3594,3967,3138
0.7617,5,78,10000,0.789004,1320,1063,3642,3975,3642
0.7589,6,78,10000,0.783247,1319,1092,3643,3946,4185
0.7626,7,78,10000,0.793569,1334,1040,3628,3998,4551
0.7612,8,78,10000,0.791385,1337,1051,3625,3987,5051
0.7579,9,78,10000,0.793172,1379,1042,3583,3996,5755
0.7541,10,78,10000,0.794164,1422,1037,3540,4001,6179
0.7695,11,78,10000,0.802501,1310,995,3652,4043,6932
0.7668,12,78,10000,0.803493,1342,990,3620,4048,7203
0.7664,13,78,10000,0.799921,1328,1008,3634,4030,7739
0.4962,14,78,10000,0,0,5038,4962,0,67
0.7589,2,85,10000,0.778682,1296,1115,3666,3923,2001
0.759,3,85,10000,0.77372,1270,1140,3692,3898,2575
0.7557,4,85,10000,0.78682,1369,1074,3593,3964,3013
0.7604,5,85,10000,0.790988,1343,1053,3619,3985,3560
0.7601,6,85,10000,0.786423,1323,1076,3639,3962,4567
0.7629,7,85,10000,0.794164,1334,1037,3628,4001,6118
0.7628,8,85,10000,0.79337,1331,1041,3631,3997,6611
0.7557,9,85,10000,0.792775,1399,1044,3563,3994,7337
0.7539,10,85,10000,0.793767,1422,1039,3540,3999,7392
0.7689,11,85,10000,0.803096,1319,992,3643,4046,9211
0.7662,12,85,10000,0.80131,1337,1001,3625,4037,9116
0.7681,13,85,10000,0.802501,1324,995,3638,4043,9905
0.4962,14,85,10000,0,0,5038,4962,0,97
0.7611,2,92,10000,0.780865,1285,1104,3677,3934,2538
0.7604,3,92,10000,0.775308,1264,1132,3698,3906,3202
0.7554,4,92,10000,0.78821,1379,1067,3583,3971,3875
0.7604,5,92,10000,0.791187,1344,1052,3618,3986,4651
0.7579,6,92,10000,0.786622,1346,1075,3616,3963,5419
0.7643,7,92,10000,0.795951,1329,1028,3633,4010,5717
0.7594,8,92,10000,0.79079,1352,1054,3610,3984,6156
0.7556,9,92,10000,0.792179,1397,1047,3565,3991,7051
0.7534,10,92,10000,0.794164,1429,1037,3533,4001,7785
0.7701,11,92,10000,0.804287,1313,986,3649,4052,7025
0.7665,12,92,10000,0.800715,1331,1004,3631,4034,7569
0.7677,13,92,10000,0.800913,1320,1003,3642,4035,9344
0.4962,14,92,10000,0,0,5038,4962,0,80
