nombre,p,p_densidad,min_cant_nodos,max_cant_nodos,step_nodos,cant_nodos,nro_intento,cant_intentos,tiempo_ns
random-750-nodos-13,0.5,0.3,20,1000,10,750,13,20,2012651482
random-70-nodos-13,0.5,0.3,20,1000,10,70,13,20,6458724
random-950-nodos-7,0.5,0.3,20,1000,10,950,7,20,4044035706
random-170-nodos-13,0.5,0.3,20,1000,10,170,13,20,33795687
random-550-nodos-0,0.5,0.3,20,1000,10,550,0,20,789534142
random-980-nodos-2,0.5,0.3,20,1000,10,980,2,20,4460181853
random-820-nodos-10,0.5,0.3,20,1000,10,820,10,20,2600637666
random-980-nodos-13,0.5,0.3,20,1000,10,980,13,20,4413762019
random-710-nodos-15,0.5,0.3,20,1000,10,710,15,20,1686565033
random-950-nodos-6,0.5,0.3,20,1000,10,950,6,20,4059990392
random-720-nodos-19,0.5,0.3,20,1000,10,720,19,20,1783753675
random-440-nodos-6,0.5,0.3,20,1000,10,440,6,20,419475153
random-560-nodos-9,0.5,0.3,20,1000,10,560,9,20,829341339
random-470-nodos-8,0.5,0.3,20,1000,10,470,8,20,509603961
random-500-nodos-5,0.5,0.3,20,1000,10,500,5,20,593919280
random-250-nodos-4,0.5,0.3,20,1000,10,250,4,20,86685711
random-140-nodos-0,0.5,0.3,20,1000,10,140,0,20,20572832
random-20-nodos-0,0.5,0.3,20,1000,10,20,0,20,3854470
random-690-nodos-15,0.5,0.3,20,1000,10,690,15,20,1556321535
random-70-nodos-0,0.5,0.3,20,1000,10,70,0,20,6496726
random-210-nodos-7,0.5,0.3,20,1000,10,210,7,20,58223630
random-610-nodos-15,0.5,0.3,20,1000,10,610,15,20,1080839270
random-370-nodos-9,0.5,0.3,20,1000,10,370,9,20,258066842
random-530-nodos-3,0.5,0.3,20,1000,10,530,3,20,700330330
random-320-nodos-3,0.5,0.3,20,1000,10,320,3,20,169818920
random-850-nodos-14,0.5,0.3,20,1000,10,850,14,20,2951197500
random-930-nodos-3,0.5,0.3,20,1000,10,930,3,20,3806605921
random-890-nodos-4,0.5,0.3,20,1000,10,890,4,20,3372562846
random-510-nodos-8,0.5,0.3,20,1000,10,510,8,20,626126819
random-780-nodos-5,0.5,0.3,20,1000,10,780,5,20,2229539200
random-780-nodos-14,0.5,0.3,20,1000,10,780,14,20,2266697055
random-580-nodos-19,0.5,0.3,20,1000,10,580,19,20,927071448
random-970-nodos-19,0.5,0.3,20,1000,10,970,19,20,4219374627
random-550-nodos-11,0.5,0.3,20,1000,10,550,11,20,788360252
random-140-nodos-16,0.5,0.3,20,1000,10,140,16,20,21630103
random-510-nodos-1,0.5,0.3,20,1000,10,510,1,20,639691225
random-90-nodos-12,0.5,0.3,20,1000,10,90,12,20,9434025
random-800-nodos-11,0.5,0.3,20,1000,10,800,11,20,2421231630
random-160-nodos-10,0.5,0.3,20,1000,10,160,10,20,30203690
random-710-nodos-11,0.5,0.3,20,1000,10,710,11,20,1687298380
random-430-nodos-0,0.5,0.3,20,1000,10,430,0,20,388173862
random-560-nodos-4,0.5,0.3,20,1000,10,560,4,20,833597566
random-130-nodos-18,0.5,0.3,20,1000,10,130,18,20,20820119
random-200-nodos-3,0.5,0.3,20,1000,10,200,3,20,48650991
random-770-nodos-19,0.5,0.3,20,1000,10,770,19,20,2133970733
random-400-nodos-9,0.5,0.3,20,1000,10,400,9,20,322946178
random-620-nodos-12,0.5,0.3,20,1000,10,620,12,20,1138954662
random-710-nodos-4,0.5,0.3,20,1000,10,710,4,20,1713212502
random-590-nodos-19,0.5,0.3,20,1000,10,590,19,20,983548463
random-100-nodos-0,0.5,0.3,20,1000,10,100,0,20,10746418
random-710-nodos-5,0.5,0.3,20,1000,10,710,5,20,1688204386
random-370-nodos-6,0.5,0.3,20,1000,10,370,6,20,255048000
random-330-nodos-5,0.5,0.3,20,1000,10,330,5,20,188111359
random-750-nodos-1,0.5,0.3,20,1000,10,750,1,20,1991514626
random-370-nodos-18,0.5,0.3,20,1000,10,370,18,20,252644695
random-420-nodos-16,0.5,0.3,20,1000,10,420,16,20,366001836
random-710-nodos-14,0.5,0.3,20,1000,10,710,14,20,1704080637
random-980-nodos-6,0.5,0.3,20,1000,10,980,6,20,4429276028
random-720-nodos-1,0.5,0.3,20,1000,10,720,1,20,1762370631
random-740-nodos-15,0.5,0.3,20,1000,10,740,15,20,1911336682
random-180-nodos-3,0.5,0.3,20,1000,10,180,3,20,37798013
random-880-nodos-8,0.5,0.3,20,1000,10,880,8,20,3209610025
random-830-nodos-18,0.5,0.3,20,1000,10,830,18,20,2710802734
random-700-nodos-6,0.5,0.3,20,1000,10,700,6,20,1619610084
random-510-nodos-9,0.5,0.3,20,1000,10,510,9,20,626426942
random-760-nodos-6,0.5,0.3,20,1000,10,760,6,20,2079152604
random-670-nodos-8,0.5,0.3,20,1000,10,670,8,20,1430759954
random-790-nodos-7,0.5,0.3,20,1000,10,790,7,20,2343094853
random-450-nodos-15,0.5,0.3,20,1000,10,450,15,20,444411624
random-20-nodos-7,0.5,0.3,20,1000,10,20,7,20,3928998
random-960-nodos-15,0.5,0.3,20,1000,10,960,15,20,4120702966
random-910-nodos-16,0.5,0.3,20,1000,10,910,16,20,3550496630
random-870-nodos-8,0.5,0.3,20,1000,10,870,8,20,3103083634
random-140-nodos-6,0.5,0.3,20,1000,10,140,6,20,21281333
random-840-nodos-12,0.5,0.3,20,1000,10,840,12,20,2816552101
random-730-nodos-4,0.5,0.3,20,1000,10,730,4,20,1841704029
random-180-nodos-7,0.5,0.3,20,1000,10,180,7,20,38088137
random-320-nodos-4,0.5,0.3,20,1000,10,320,4,20,170632986
random-110-nodos-12,0.5,0.3,20,1000,10,110,12,20,14652595
random-100-nodos-9,0.5,0.3,20,1000,10,100,9,20,11676218
random-290-nodos-10,0.5,0.3,20,1000,10,290,10,20,132488971
random-850-nodos-9,0.5,0.3,20,1000,10,850,9,20,2914043826
random-900-nodos-6,0.5,0.3,20,1000,10,900,6,20,3464623902
random-240-nodos-11,0.5,0.3,20,1000,10,240,11,20,78223172
random-570-nodos-17,0.5,0.3,20,1000,10,570,17,20,881425894
random-80-nodos-15,0.5,0.3,20,1000,10,80,15,20,8915263
random-250-nodos-18,0.5,0.3,20,1000,10,250,18,20,90456680
random-490-nodos-3,0.5,0.3,20,1000,10,490,3,20,571337362
random-690-nodos-11,0.5,0.3,20,1000,10,690,11,20,1571713818
random-370-nodos-5,0.5,0.3,20,1000,10,370,5,20,255578532
random-230-nodos-8,0.5,0.3,20,1000,10,230,8,20,70561154
random-860-nodos-10,0.5,0.3,20,1000,10,860,10,20,3000201375
random-440-nodos-19,0.5,0.3,20,1000,10,440,19,20,418059065
random-500-nodos-0,0.5,0.3,20,1000,10,500,0,20,597056759
random-980-nodos-5,0.5,0.3,20,1000,10,980,5,20,4402984244
random-600-nodos-14,0.5,0.3,20,1000,10,600,14,20,1028906505
random-210-nodos-0,0.5,0.3,20,1000,10,210,0,20,55516950
random-130-nodos-9,0.5,0.3,20,1000,10,130,9,20,17948284
random-480-nodos-8,0.5,0.3,20,1000,10,480,8,20,527951679
random-390-nodos-1,0.5,0.3,20,1000,10,390,1,20,295491320
random-260-nodos-13,0.5,0.3,20,1000,10,260,13,20,95064367
random-470-nodos-17,0.5,0.3,20,1000,10,470,17,20,500500889
random-280-nodos-12,0.5,0.3,20,1000,10,280,12,20,119493882
random-270-nodos-11,0.5,0.3,20,1000,10,270,11,20,106742072
random-560-nodos-1,0.5,0.3,20,1000,10,560,1,20,823356071
random-40-nodos-17,0.5,0.3,20,1000,10,40,17,20,4495444
random-220-nodos-8,0.5,0.3,20,1000,10,220,8,20,61591524
random-420-nodos-17,0.5,0.3,20,1000,10,420,17,20,369716401
random-600-nodos-10,0.5,0.3,20,1000,10,600,10,20,1044517926
random-970-nodos-4,0.5,0.3,20,1000,10,970,4,20,4288479684
random-90-nodos-11,0.5,0.3,20,1000,10,90,11,20,9104649
random-380-nodos-0,0.5,0.3,20,1000,10,380,0,20,277043941
random-510-nodos-18,0.5,0.3,20,1000,10,510,18,20,641482897
random-840-nodos-18,0.5,0.3,20,1000,10,840,18,20,2790152972
random-400-nodos-16,0.5,0.3,20,1000,10,400,16,20,323637228
random-120-nodos-10,0.5,0.3,20,1000,10,120,10,20,17901681
random-970-nodos-17,0.5,0.3,20,1000,10,970,17,20,4305350695
random-870-nodos-2,0.5,0.3,20,1000,10,870,2,20,3099877176
random-960-nodos-18,0.5,0.3,20,1000,10,960,18,20,4163447635
random-790-nodos-12,0.5,0.3,20,1000,10,790,12,20,2350464623
random-970-nodos-2,0.5,0.3,20,1000,10,970,2,20,4277829001
random-250-nodos-9,0.5,0.3,20,1000,10,250,9,20,86370962
random-250-nodos-10,0.5,0.3,20,1000,10,250,10,20,88651060
random-130-nodos-1,0.5,0.3,20,1000,10,130,1,20,18443915
random-670-nodos-3,0.5,0.3,20,1000,10,670,3,20,1429973032
random-320-nodos-13,0.5,0.3,20,1000,10,320,13,20,171043515
random-890-nodos-9,0.5,0.3,20,1000,10,890,9,20,3393892335
random-570-nodos-15,0.5,0.3,20,1000,10,570,15,20,888745312
random-70-nodos-15,0.5,0.3,20,1000,10,70,15,20,6405570
random-290-nodos-7,0.5,0.3,20,1000,10,290,7,20,135583999
random-570-nodos-12,0.5,0.3,20,1000,10,570,12,20,874787518
random-30-nodos-11,0.5,0.3,20,1000,10,30,11,20,4160929
random-940-nodos-3,0.5,0.3,20,1000,10,940,3,20,3940326067
random-420-nodos-9,0.5,0.3,20,1000,10,420,9,20,366793767
random-90-nodos-0,0.5,0.3,20,1000,10,90,0,20,9093738
random-800-nodos-15,0.5,0.3,20,1000,10,800,15,20,2444741218
random-870-nodos-10,0.5,0.3,20,1000,10,870,10,20,3128322410
random-680-nodos-19,0.5,0.3,20,1000,10,680,19,20,1496111025
random-380-nodos-1,0.5,0.3,20,1000,10,380,1,20,281163660
random-750-nodos-8,0.5,0.3,20,1000,10,750,8,20,2004169033
random-430-nodos-10,0.5,0.3,20,1000,10,430,10,20,387543327
random-260-nodos-10,0.5,0.3,20,1000,10,260,10,20,95682351
random-470-nodos-0,0.5,0.3,20,1000,10,470,0,20,497048277
random-890-nodos-12,0.5,0.3,20,1000,10,890,12,20,3332502008
random-740-nodos-18,0.5,0.3,20,1000,10,740,18,20,1914634180
random-200-nodos-5,0.5,0.3,20,1000,10,200,5,20,48300127
random-260-nodos-18,0.5,0.3,20,1000,10,260,18,20,97362027
random-120-nodos-15,0.5,0.3,20,1000,10,120,15,20,16564370
random-120-nodos-3,0.5,0.3,20,1000,10,120,3,20,17334569
random-710-nodos-3,0.5,0.3,20,1000,10,710,3,20,1715848191
random-400-nodos-7,0.5,0.3,20,1000,10,400,7,20,317275003
random-960-nodos-7,0.5,0.3,20,1000,10,960,7,20,4136540331
random-680-nodos-15,0.5,0.3,20,1000,10,680,15,20,1510543118
random-680-nodos-5,0.5,0.3,20,1000,10,680,5,20,1505438863
random-960-nodos-13,0.5,0.3,20,1000,10,960,13,20,4198108077
random-280-nodos-2,0.5,0.3,20,1000,10,280,2,20,118082041
random-930-nodos-17,0.5,0.3,20,1000,10,930,17,20,3789846752
random-880-nodos-7,0.5,0.3,20,1000,10,880,7,20,3252406912
random-660-nodos-8,0.5,0.3,20,1000,10,660,8,20,1364664455
random-730-nodos-15,0.5,0.3,20,1000,10,730,15,20,1860913996
random-770-nodos-7,0.5,0.3,20,1000,10,770,7,20,2175106506
random-400-nodos-11,0.5,0.3,20,1000,10,400,11,20,317151808
random-320-nodos-8,0.5,0.3,20,1000,10,320,8,20,169019466
random-150-nodos-15,0.5,0.3,20,1000,10,150,15,20,25274409
random-420-nodos-3,0.5,0.3,20,1000,10,420,3,20,366002093
random-390-nodos-12,0.5,0.3,20,1000,10,390,12,20,296116005
random-480-nodos-17,0.5,0.3,20,1000,10,480,17,20,526979835
random-50-nodos-16,0.5,0.3,20,1000,10,50,16,20,5274546
random-410-nodos-13,0.5,0.3,20,1000,10,410,13,20,339597139
random-750-nodos-5,0.5,0.3,20,1000,10,750,5,20,1991913513
random-200-nodos-12,0.5,0.3,20,1000,10,200,12,20,49695035
random-200-nodos-6,0.5,0.3,20,1000,10,200,6,20,49968778
random-80-nodos-5,0.5,0.3,20,1000,10,80,5,20,7589458
random-240-nodos-13,0.5,0.3,20,1000,10,240,13,20,77578798
random-670-nodos-19,0.5,0.3,20,1000,10,670,19,20,1430509924
random-50-nodos-8,0.5,0.3,20,1000,10,50,8,20,4950399
random-330-nodos-9,0.5,0.3,20,1000,10,330,9,20,184550723
random-690-nodos-1,0.5,0.3,20,1000,10,690,1,20,1568172951
random-820-nodos-0,0.5,0.3,20,1000,10,820,0,20,2597473743
random-890-nodos-1,0.5,0.3,20,1000,10,890,1,20,3330256129
random-810-nodos-10,0.5,0.3,20,1000,10,810,10,20,2525532380
random-30-nodos-14,0.5,0.3,20,1000,10,30,14,20,4179086
random-260-nodos-5,0.5,0.3,20,1000,10,260,5,20,97416841
random-70-nodos-3,0.5,0.3,20,1000,10,70,3,20,6469352
random-510-nodos-5,0.5,0.3,20,1000,10,510,5,20,631062103
random-730-nodos-19,0.5,0.3,20,1000,10,730,19,20,1845386124
random-360-nodos-9,0.5,0.3,20,1000,10,360,9,20,239218516
random-30-nodos-2,0.5,0.3,20,1000,10,30,2,20,4005085
random-940-nodos-18,0.5,0.3,20,1000,10,940,18,20,3927530253
random-530-nodos-5,0.5,0.3,20,1000,10,530,5,20,710301789
random-670-nodos-11,0.5,0.3,20,1000,10,670,11,20,1427040672
random-470-nodos-2,0.5,0.3,20,1000,10,470,2,20,502079434
random-400-nodos-2,0.5,0.3,20,1000,10,400,2,20,317129355
random-850-nodos-16,0.5,0.3,20,1000,10,850,16,20,2922123212
random-540-nodos-9,0.5,0.3,20,1000,10,540,9,20,747131556
random-350-nodos-14,0.5,0.3,20,1000,10,350,14,20,219386798
random-480-nodos-15,0.5,0.3,20,1000,10,480,15,20,532749454
random-520-nodos-14,0.5,0.3,20,1000,10,520,14,20,659197596
random-640-nodos-14,0.5,0.3,20,1000,10,640,14,20,1232291629
random-100-nodos-3,0.5,0.3,20,1000,10,100,3,20,10976581
random-220-nodos-19,0.5,0.3,20,1000,10,220,19,20,63336920
random-950-nodos-10,0.5,0.3,20,1000,10,950,10,20,4069077032
random-640-nodos-13,0.5,0.3,20,1000,10,640,13,20,1256614022
random-730-nodos-11,0.5,0.3,20,1000,10,730,11,20,1856744825
random-580-nodos-0,0.5,0.3,20,1000,10,580,0,20,924586082
random-610-nodos-10,0.5,0.3,20,1000,10,610,10,20,1069301868
random-500-nodos-16,0.5,0.3,20,1000,10,500,16,20,596898917
random-80-nodos-18,0.5,0.3,20,1000,10,80,18,20,7975963
random-530-nodos-8,0.5,0.3,20,1000,10,530,8,20,701012742
random-980-nodos-11,0.5,0.3,20,1000,10,980,11,20,4403568030
random-680-nodos-16,0.5,0.3,20,1000,10,680,16,20,1505690427
random-790-nodos-19,0.5,0.3,20,1000,10,790,19,20,2331772829
random-180-nodos-0,0.5,0.3,20,1000,10,180,0,20,37453465
random-840-nodos-2,0.5,0.3,20,1000,10,840,2,20,2792822700
random-930-nodos-6,0.5,0.3,20,1000,10,930,6,20,3798757737
random-790-nodos-8,0.5,0.3,20,1000,10,790,8,20,2323704652
random-350-nodos-19,0.5,0.3,20,1000,10,350,19,20,226012057
random-180-nodos-5,0.5,0.3,20,1000,10,180,5,20,38048252
random-430-nodos-14,0.5,0.3,20,1000,10,430,14,20,390390071
random-790-nodos-15,0.5,0.3,20,1000,10,790,15,20,2311533962
random-780-nodos-19,0.5,0.3,20,1000,10,780,19,20,2236829378
random-480-nodos-9,0.5,0.3,20,1000,10,480,9,20,531177809
random-230-nodos-5,0.5,0.3,20,1000,10,230,5,20,70698856
random-580-nodos-17,0.5,0.3,20,1000,10,580,17,20,921320407
random-910-nodos-14,0.5,0.3,20,1000,10,910,14,20,3575760146
random-60-nodos-3,0.5,0.3,20,1000,10,60,3,20,5943312
random-320-nodos-9,0.5,0.3,20,1000,10,320,9,20,170083533
random-350-nodos-6,0.5,0.3,20,1000,10,350,6,20,220428342
random-210-nodos-4,0.5,0.3,20,1000,10,210,4,20,55699736
random-470-nodos-5,0.5,0.3,20,1000,10,470,5,20,508367149
random-150-nodos-6,0.5,0.3,20,1000,10,150,6,20,25288821
random-50-nodos-2,0.5,0.3,20,1000,10,50,2,20,4720984
random-570-nodos-14,0.5,0.3,20,1000,10,570,14,20,883466654
random-600-nodos-15,0.5,0.3,20,1000,10,600,15,20,1028494790
random-890-nodos-15,0.5,0.3,20,1000,10,890,15,20,3353220002
random-280-nodos-6,0.5,0.3,20,1000,10,280,6,20,120499891
random-680-nodos-1,0.5,0.3,20,1000,10,680,1,20,1520316020
random-640-nodos-1,0.5,0.3,20,1000,10,640,1,20,1268735572
random-180-nodos-8,0.5,0.3,20,1000,10,180,8,20,37910377
random-810-nodos-9,0.5,0.3,20,1000,10,810,9,20,2530543796
random-460-nodos-7,0.5,0.3,20,1000,10,460,7,20,475511546
random-190-nodos-17,0.5,0.3,20,1000,10,190,17,20,45175301
random-420-nodos-0,0.5,0.3,20,1000,10,420,0,20,362835958
random-430-nodos-15,0.5,0.3,20,1000,10,430,15,20,389444975
random-40-nodos-10,0.5,0.3,20,1000,10,40,10,20,4720685
random-180-nodos-19,0.5,0.3,20,1000,10,180,19,20,42174904
random-770-nodos-0,0.5,0.3,20,1000,10,770,0,20,2175918742
random-210-nodos-6,0.5,0.3,20,1000,10,210,6,20,55211533
random-620-nodos-3,0.5,0.3,20,1000,10,620,3,20,1129258245
random-310-nodos-10,0.5,0.3,20,1000,10,310,10,20,158448573
random-130-nodos-4,0.5,0.3,20,1000,10,130,4,20,18022861
random-680-nodos-14,0.5,0.3,20,1000,10,680,14,20,1490534523
random-200-nodos-18,0.5,0.3,20,1000,10,200,18,20,48410003
random-350-nodos-8,0.5,0.3,20,1000,10,350,8,20,218371281
random-880-nodos-10,0.5,0.3,20,1000,10,880,10,20,3249964326
random-840-nodos-6,0.5,0.3,20,1000,10,840,6,20,2798758383
random-630-nodos-17,0.5,0.3,20,1000,10,630,17,20,1189698887
random-70-nodos-17,0.5,0.3,20,1000,10,70,17,20,6881867
random-960-nodos-1,0.5,0.3,20,1000,10,960,1,20,4172483015
random-770-nodos-17,0.5,0.3,20,1000,10,770,17,20,2181789499
random-90-nodos-17,0.5,0.3,20,1000,10,90,17,20,9249712
random-920-nodos-6,0.5,0.3,20,1000,10,920,6,20,3668986935
random-980-nodos-19,0.5,0.3,20,1000,10,980,19,20,4413102652
random-400-nodos-10,0.5,0.3,20,1000,10,400,10,20,318265572
random-510-nodos-11,0.5,0.3,20,1000,10,510,11,20,629149366
random-820-nodos-14,0.5,0.3,20,1000,10,820,14,20,2621840463
random-230-nodos-1,0.5,0.3,20,1000,10,230,1,20,69575365
random-960-nodos-16,0.5,0.3,20,1000,10,960,16,20,4157766129
random-950-nodos-12,0.5,0.3,20,1000,10,950,12,20,4050669353
random-160-nodos-12,0.5,0.3,20,1000,10,160,12,20,30304925
random-140-nodos-5,0.5,0.3,20,1000,10,140,5,20,21066617
random-820-nodos-19,0.5,0.3,20,1000,10,820,19,20,2621955203
random-180-nodos-1,0.5,0.3,20,1000,10,180,1,20,37649509
random-330-nodos-19,0.5,0.3,20,1000,10,330,19,20,186552300
random-640-nodos-15,0.5,0.3,20,1000,10,640,15,20,1236942629
random-90-nodos-1,0.5,0.3,20,1000,10,90,1,20,9358962
random-240-nodos-2,0.5,0.3,20,1000,10,240,2,20,77370059
random-330-nodos-17,0.5,0.3,20,1000,10,330,17,20,185843599
random-100-nodos-6,0.5,0.3,20,1000,10,100,6,20,10711470
random-580-nodos-13,0.5,0.3,20,1000,10,580,13,20,925354799
random-360-nodos-1,0.5,0.3,20,1000,10,360,1,20,238099665
random-450-nodos-3,0.5,0.3,20,1000,10,450,3,20,443778524
random-110-nodos-10,0.5,0.3,20,1000,10,110,10,20,13196649
random-170-nodos-18,0.5,0.3,20,1000,10,170,18,20,33565089
random-20-nodos-10,0.5,0.3,20,1000,10,20,10,20,3812143
random-440-nodos-10,0.5,0.3,20,1000,10,440,10,20,414770451
random-280-nodos-0,0.5,0.3,20,1000,10,280,0,20,118010389
random-650-nodos-19,0.5,0.3,20,1000,10,650,19,20,1304673950
random-250-nodos-13,0.5,0.3,20,1000,10,250,13,20,85630667
random-100-nodos-17,0.5,0.3,20,1000,10,100,17,20,11329537
random-70-nodos-5,0.5,0.3,20,1000,10,70,5,20,7120879
random-900-nodos-0,0.5,0.3,20,1000,10,900,0,20,3502148756
random-770-nodos-12,0.5,0.3,20,1000,10,770,12,20,2167857596
random-640-nodos-3,0.5,0.3,20,1000,10,640,3,20,1248034832
random-930-nodos-7,0.5,0.3,20,1000,10,930,7,20,3804832952
random-200-nodos-17,0.5,0.3,20,1000,10,200,17,20,49472220
random-240-nodos-19,0.5,0.3,20,1000,10,240,19,20,78880330
random-60-nodos-10,0.5,0.3,20,1000,10,60,10,20,5570489
random-980-nodos-1,0.5,0.3,20,1000,10,980,1,20,4421538117
random-900-nodos-19,0.5,0.3,20,1000,10,900,19,20,3410769796
random-670-nodos-15,0.5,0.3,20,1000,10,670,15,20,1448558026
random-340-nodos-10,0.5,0.3,20,1000,10,340,10,20,204632506
random-370-nodos-11,0.5,0.3,20,1000,10,370,11,20,253862601
random-830-nodos-3,0.5,0.3,20,1000,10,830,3,20,2745348603
random-230-nodos-12,0.5,0.3,20,1000,10,230,12,20,70945158
random-360-nodos-2,0.5,0.3,20,1000,10,360,2,20,237729011
random-310-nodos-4,0.5,0.3,20,1000,10,310,4,20,154311850
random-150-nodos-19,0.5,0.3,20,1000,10,150,19,20,25257410
random-170-nodos-15,0.5,0.3,20,1000,10,170,15,20,32583552
random-370-nodos-1,0.5,0.3,20,1000,10,370,1,20,253532523
random-90-nodos-14,0.5,0.3,20,1000,10,90,14,20,9074550
random-840-nodos-13,0.5,0.3,20,1000,10,840,13,20,2817284959
random-920-nodos-8,0.5,0.3,20,1000,10,920,8,20,3664922071
random-60-nodos-12,0.5,0.3,20,1000,10,60,12,20,5734998
random-720-nodos-9,0.5,0.3,20,1000,10,720,9,20,1779858697
random-870-nodos-15,0.5,0.3,20,1000,10,870,15,20,3125700949
random-600-nodos-4,0.5,0.3,20,1000,10,600,4,20,1037295883
random-80-nodos-17,0.5,0.3,20,1000,10,80,17,20,7833236
random-560-nodos-17,0.5,0.3,20,1000,10,560,17,20,839879419
random-450-nodos-5,0.5,0.3,20,1000,10,450,5,20,446892935
random-500-nodos-2,0.5,0.3,20,1000,10,500,2,20,597715541
random-680-nodos-4,0.5,0.3,20,1000,10,680,4,20,1495097795
random-500-nodos-1,0.5,0.3,20,1000,10,500,1,20,594140725
random-110-nodos-9,0.5,0.3,20,1000,10,110,9,20,13459398
random-470-nodos-16,0.5,0.3,20,1000,10,470,16,20,499193065
random-300-nodos-13,0.5,0.3,20,1000,10,300,13,20,142883575
random-420-nodos-7,0.5,0.3,20,1000,10,420,7,20,361049026
random-760-nodos-1,0.5,0.3,20,1000,10,760,1,20,2101915753
random-260-nodos-2,0.5,0.3,20,1000,10,260,2,20,97245061
random-590-nodos-9,0.5,0.3,20,1000,10,590,9,20,971507464
random-630-nodos-8,0.5,0.3,20,1000,10,630,8,20,1205513428
random-640-nodos-7,0.5,0.3,20,1000,10,640,7,20,1257299195
random-170-nodos-3,0.5,0.3,20,1000,10,170,3,20,33378004
random-130-nodos-3,0.5,0.3,20,1000,10,130,3,20,19225596
random-690-nodos-16,0.5,0.3,20,1000,10,690,16,20,1592289849
random-490-nodos-2,0.5,0.3,20,1000,10,490,2,20,559443541
random-150-nodos-10,0.5,0.3,20,1000,10,150,10,20,24618945
random-710-nodos-17,0.5,0.3,20,1000,10,710,17,20,1710060719
random-900-nodos-7,0.5,0.3,20,1000,10,900,7,20,3454789644
random-140-nodos-11,0.5,0.3,20,1000,10,140,11,20,21443368
random-30-nodos-8,0.5,0.3,20,1000,10,30,8,20,4214876
random-810-nodos-13,0.5,0.3,20,1000,10,810,13,20,2533058243
random-350-nodos-18,0.5,0.3,20,1000,10,350,18,20,220302897
random-200-nodos-8,0.5,0.3,20,1000,10,200,8,20,51496132
random-670-nodos-4,0.5,0.3,20,1000,10,670,4,20,1434704567
random-230-nodos-11,0.5,0.3,20,1000,10,230,11,20,71516260
random-230-nodos-14,0.5,0.3,20,1000,10,230,14,20,70722847
random-770-nodos-14,0.5,0.3,20,1000,10,770,14,20,2163382218
random-800-nodos-17,0.5,0.3,20,1000,10,800,17,20,2424955712
random-440-nodos-7,0.5,0.3,20,1000,10,440,7,20,420333700
random-800-nodos-14,0.5,0.3,20,1000,10,800,14,20,2437573252
random-440-nodos-17,0.5,0.3,20,1000,10,440,17,20,418298117
random-430-nodos-18,0.5,0.3,20,1000,10,430,18,20,391823352
random-310-nodos-11,0.5,0.3,20,1000,10,310,11,20,155791606
random-150-nodos-5,0.5,0.3,20,1000,10,150,5,20,24925421
random-210-nodos-15,0.5,0.3,20,1000,10,210,15,20,55620050
random-230-nodos-7,0.5,0.3,20,1000,10,230,7,20,69982502
random-870-nodos-16,0.5,0.3,20,1000,10,870,16,20,3104017689
random-600-nodos-18,0.5,0.3,20,1000,10,600,18,20,1034620662
random-120-nodos-7,0.5,0.3,20,1000,10,120,7,20,15349468
random-900-nodos-2,0.5,0.3,20,1000,10,900,2,20,3433797822
random-390-nodos-11,0.5,0.3,20,1000,10,390,11,20,295084104
random-580-nodos-10,0.5,0.3,20,1000,10,580,10,20,927615494
random-110-nodos-2,0.5,0.3,20,1000,10,110,2,20,13164714
random-600-nodos-7,0.5,0.3,20,1000,10,600,7,20,1039606787
random-310-nodos-8,0.5,0.3,20,1000,10,310,8,20,157921094
random-370-nodos-8,0.5,0.3,20,1000,10,370,8,20,254367694
random-410-nodos-11,0.5,0.3,20,1000,10,410,11,20,339450275
random-860-nodos-17,0.5,0.3,20,1000,10,860,17,20,3020592470
random-670-nodos-14,0.5,0.3,20,1000,10,670,14,20,1442118121
random-120-nodos-6,0.5,0.3,20,1000,10,120,6,20,15868150
random-810-nodos-2,0.5,0.3,20,1000,10,810,2,20,2515499170
random-460-nodos-10,0.5,0.3,20,1000,10,460,10,20,466752779
random-770-nodos-4,0.5,0.3,20,1000,10,770,4,20,2181356373
random-600-nodos-12,0.5,0.3,20,1000,10,600,12,20,1025078064
random-750-nodos-2,0.5,0.3,20,1000,10,750,2,20,1989380699
random-690-nodos-19,0.5,0.3,20,1000,10,690,19,20,1570526552
random-740-nodos-8,0.5,0.3,20,1000,10,740,8,20,1915791405
random-110-nodos-18,0.5,0.3,20,1000,10,110,18,20,12966691
random-980-nodos-7,0.5,0.3,20,1000,10,980,7,20,4474330364
random-990-nodos-5,0.5,0.3,20,1000,10,990,5,20,4611714929
random-500-nodos-18,0.5,0.3,20,1000,10,500,18,20,597915471
random-70-nodos-7,0.5,0.3,20,1000,10,70,7,20,6836980
random-590-nodos-17,0.5,0.3,20,1000,10,590,17,20,986242247
random-610-nodos-2,0.5,0.3,20,1000,10,610,2,20,1074127031
random-170-nodos-14,0.5,0.3,20,1000,10,170,14,20,33409992
random-750-nodos-18,0.5,0.3,20,1000,10,750,18,20,2015387404
random-180-nodos-15,0.5,0.3,20,1000,10,180,15,20,39009600
random-720-nodos-18,0.5,0.3,20,1000,10,720,18,20,1781609830
random-460-nodos-0,0.5,0.3,20,1000,10,460,0,20,475237577
random-800-nodos-18,0.5,0.3,20,1000,10,800,18,20,2420788853
random-990-nodos-18,0.5,0.3,20,1000,10,990,18,20,4573847791
random-350-nodos-9,0.5,0.3,20,1000,10,350,9,20,217595823
